referee,ref_total_diff,ref_penalty_rate,ref_home_bias,ref_home_win_pct
Ashley Klein,-5.403,12.0,-2.0,1
Adam Gee,-5.403,9.0,5.0,1
Peter Gough,-9.403,16.0,0.0,1
Grant Atkins,-11.403,14.0,2.0,1
Ben Cummins,-13.403,14.0,-2.0,1
Zbignew Przeklasa-Adamski,-17.403,9.0,3.0,0
Gerard Sutton,4.597,15.0,1.0,0
Zbignew Przeklasa-Adamski,-15.403,16.0,-2.0,0
Grant Atkins,0.597,12.0,2.0,1
Peter Gough,14.597,14.0,0.0,1
Ashley Klein,8.597,12.0,-2.0,0
Chris Sutton,2.597,10.0,-2.0,1
Adam Gee,6.597,11.0,-1.0,0
Ben Cummins,-18.403,14.0,2.0,1
Grant Atkins,-29.403,16.0,4.0,1
Ben Cummins,-25.403,14.0,-2.0,1
Ashley Klein,-5.403,12.0,2.0,1
Chris Sutton,-17.403,17.0,3.0,1
Zbignew Przeklasa-Adamski,-12.403,15.0,1.0,1
Gerard Sutton,-11.403,18.0,-2.0,0
Adam Gee,0.597,13.0,1.0,1
Todd Smith,18.597,8.0,0.0,1
Ashley Klein,-7.403,15.0,1.0,0
Todd Smith,5.597,9.0,3.0,1
Grant Atkins,0.597,10.0,0.0,0
Gerard Sutton,2.597,16.0,2.0,0
Ben Cummins,-7.403,11.0,-1.0,1
Peter Gough,2.597,11.0,9.0,0
Adam Gee,-9.403,10.0,0.0,1
Chris Butler,0.597,13.0,1.0,0
Ashley Klein,-13.403,15.0,3.0,0
Gerard Sutton,8.597,17.0,-1.0,1
Adam Gee,8.597,8.0,2.0,1
Todd Smith,0.597,13.0,-1.0,1
Grant Atkins,8.597,15.0,1.0,1
Zbignew Przeklasa-Adamski,-7.403,17.0,-1.0,1
Ben Cummins,-6.403,6.0,2.0,1
Chris Butler,-2.403,10.0,2.0,0
Gerard Sutton,12.597,10.0,0.0,1
Peter Gough,4.597,8.0,-4.0,1
Chris Butler,-9.403,12.0,4.0,1
Zbignew Przeklasa-Adamski,1.597,10.0,2.0,1
Ashley Klein,-2.403,9.0,-1.0,0
Grant Atkins,-1.403,15.0,7.0,1
Adam Gee,-17.403,9.0,-1.0,1
Chris Sutton,36.597,13.0,1.0,1
Ashley Klein,-20.403,9.0,1.0,1
Peter Gough,-21.403,17.0,1.0,0
Grant Atkins,18.597,9.0,3.0,1
Chris Butler,-2.403,15.0,1.0,1
Ben Cummins,-15.403,10.0,-4.0,1
Todd Smith,-4.403,9.0,3.0,0
Liam Kennedy,8.597,10.0,-4.0,0
Gerard Sutton,-25.403,9.0,-7.0,1
Grant Atkins,0.597,14.0,2.0,0
Ben Cummins,-25.403,12.0,2.0,1
Gerard Sutton,-1.403,8.0,-4.0,0
Adam Gee,14.597,12.0,6.0,1
Chris Butler,16.597,17.0,1.0,1
Liam Kennedy,8.597,13.0,1.0,1
Peter Gough,4.597,19.0,3.0,1
Todd Smith,-4.403,13.0,-1.0,1
Peter Gough,-21.403,11.0,-1.0,0
Grant Atkins,-5.403,7.0,-1.0,0
Ben Cummins,18.597,10.0,4.0,0
Todd Smith,-7.403,11.0,3.0,1
Ashley Klein,-5.403,14.0,-2.0,0
Liam Kennedy,-3.403,14.0,6.0,0
Adam Gee,11.597,9.0,3.0,1
Gerard Sutton,4.597,14.0,-2.0,0
Adam Gee,4.597,12.0,2.0,0
Zbignew Przeklasa-Adamski,14.597,15.0,7.0,1
Ben Cummins,-1.403,11.0,7.0,1
Chris Sutton,-1.403,6.0,-2.0,1
Grant Atkins,-1.403,13.0,5.0,1
Gerard Sutton,0.597,12.0,2.0,0
Peter Gough,0.597,15.0,1.0,0
Ashley Klein,-0.403,10.0,6.0,0
Adam Gee,-7.403,13.0,1.0,1
Ashley Klein,-21.403,13.0,-3.0,1
Gerard Sutton,15.597,12.0,4.0,1
Peter Gough,-3.403,11.0,1.0,0
Chris Sutton,18.597,6.0,-2.0,1
Grant Atkins,8.597,12.0,0.0,0
Ben Cummins,14.597,9.0,3.0,0
Todd Smith,4.597,6.0,4.0,0
Gerard Sutton,-5.403,10.0,-4.0,0
Todd Smith,4.597,14.0,-2.0,1
Grant Atkins,12.597,16.0,4.0,1
Adam Gee,-5.403,15.0,5.0,1
Todd Smith,-0.403,10.0,0.0,1
Adam Gee,2.597,10.0,2.0,0
Gerard Sutton,0.597,15.0,-1.0,0
Grant Atkins,-1.403,5.0,1.0,1
Peter Gough,-9.403,12.0,-6.0,0
Ben Cummins,4.597,11.0,-3.0,0
Chris Sutton,10.597,12.0,4.0,0
Ashley Klein,-5.403,15.0,-7.0,1
Grant Atkins,0.597,14.0,4.0,1
Gerard Sutton,10.597,9.0,1.0,0
Adam Gee,8.597,11.0,1.0,1
Chris Sutton,-15.403,14.0,2.0,1
Peter Gough,2.597,11.0,5.0,0
Todd Smith,-1.403,16.0,0.0,1
Ashley Klein,-5.403,12.0,4.0,1
Ben Cummins,4.597,7.0,1.0,1
Grant Atkins,22.597,14.0,-2.0,1
Chris Butler,6.597,12.0,2.0,1
Gerard Sutton,0.597,11.0,5.0,1
Ashley Klein,-19.403,10.0,0.0,0
Adam Gee,22.597,11.0,3.0,1
Ben Cummins,-1.403,8.0,-2.0,1
Chris Sutton,-19.403,13.0,3.0,1
Peter Gough,-21.403,10.0,2.0,1
Adam Gee,-9.403,19.0,-1.0,1
Todd Smith,24.597,16.0,2.0,0
Chris Butler,4.597,17.0,1.0,0
Grant Atkins,6.597,9.0,1.0,1
Adam Gee,-5.403,11.0,-3.0,0
Todd Smith,2.597,10.0,-4.0,1
Grant Atkins,36.597,5.0,1.0,1
Gerard Sutton,10.597,9.0,1.0,1
Chris Sutton,-15.403,6.0,4.0,0
Peter Gough,-9.403,13.0,-1.0,0
Ashley Klein,-7.403,16.0,0.0,0
Chris Butler,20.597,9.0,-1.0,0
Gerard Sutton,6.597,9.0,5.0,0
Adam Gee,-17.403,14.0,4.0,1
Peter Gough,10.597,15.0,1.0,0
Chris Sutton,-3.403,11.0,1.0,1
Ashley Klein,-13.403,10.0,0.0,1
Todd Smith,-7.403,13.0,-5.0,1
Ben Cummins,18.597,9.0,1.0,1
Chris Butler,9.597,10.0,2.0,1
Grant Atkins,-13.403,14.0,-2.0,0
Peter Gough,-7.403,15.0,1.0,0
Todd Smith,0.597,13.0,1.0,1
Ben Cummins,16.597,10.0,2.0,0
Gerard Sutton,-2.403,9.0,3.0,1
Adam Gee,6.597,9.0,-1.0,0
Chris Butler,-9.403,10.0,0.0,0
Chris Sutton,-1.403,11.0,3.0,0
Todd Smith,6.597,12.0,0.0,1
Peter Gough,2.597,12.0,0.0,1
Gerard Sutton,12.597,7.0,1.0,0
Ben Cummins,14.597,13.0,3.0,1
Grant Atkins,-11.403,13.0,-3.0,0
Ashley Klein,-1.403,13.0,1.0,1
Adam Gee,-1.403,11.0,-1.0,0
Chris Sutton,-19.403,4.0,0.0,0
Gerard Sutton,-27.403,7.0,5.0,0
Chris Butler,16.597,11.0,1.0,1
Grant Atkins,-17.403,9.0,-1.0,0
Ashley Klein,6.597,8.0,0.0,1
Ben Cummins,4.597,8.0,-4.0,0
Peter Gough,-5.403,10.0,-2.0,1
Adam Gee,2.597,11.0,1.0,1
Chris Sutton,24.597,10.0,2.0,1
Adam Gee,4.597,10.0,0.0,0
Chris Butler,8.597,13.0,1.0,1
Todd Smith,28.597,9.0,3.0,0
Ashley Klein,4.597,9.0,-1.0,1
Gerard Sutton,2.597,8.0,2.0,0
Ben Cummins,34.597,5.0,1.0,1
Liam Kennedy,28.597,10.0,-6.0,1
Grant Atkins,6.597,10.0,2.0,0
Grant Atkins,15.597,13.0,-3.0,0
Chris Butler,14.597,9.0,1.0,1
Adam Gee,-11.403,18.0,4.0,0
Ashley Klein,10.597,5.0,1.0,1
Todd Smith,-27.403,12.0,0.0,1
Gerard Sutton,-13.403,12.0,4.0,1
Liam Kennedy,2.597,12.0,4.0,0
Ben Cummins,18.597,6.0,-4.0,1
Ashley Klein,-7.403,14.0,2.0,1
Peter Gough,-2.403,13.0,-1.0,1
Grant Atkins,-1.403,18.0,2.0,1
Zbignew Przeklasa-Adamski,9.597,10.0,0.0,0
Ben Cummins,-9.403,13.0,-1.0,1
Todd Smith,2.597,13.0,5.0,1
Chris Sutton,10.597,9.0,3.0,0
Gerard Sutton,22.597,13.0,-1.0,0
Gerard Sutton,-8.403,8.0,-2.0,1
Grant Atkins,4.597,7.0,-1.0,0
Adam Gee,18.597,7.0,-3.0,0
Ashley Klein,0.597,15.0,3.0,0
Ashley Klein,0.597,9.0,3.0,1
Grant Atkins,6.597,11.0,-1.0,0
Grant Atkins,0.597,12.0,2.0,0
Ashley Klein,0.597,9.0,-1.0,1
Ashley Klein,-3.403,10.0,0.0,1
Ashley Klein,-17.286,12.0,0.0,0
Chris Sutton,-13.286,16.0,0.0,1
Gerard Sutton,-20.286,9.0,-1.0,0
Grant Atkins,-8.286,13.0,5.0,1
Adam Gee,-8.286,10.0,2.0,1
Todd Smith,-0.286,10.0,0.0,0
Chris Butler,0.714,9.0,5.0,1
Peter Gough,-13.286,12.0,6.0,0
Grant Atkins,-19.286,11.0,3.0,1
Gerard Sutton,10.714,8.0,0.0,0
Ashley Klein,-1.286,16.0,0.0,1
Adam Gee,-13.286,13.0,3.0,1
Todd Smith,-11.286,14.0,2.0,1
Chris Butler,-7.286,14.0,-2.0,0
Peter Gough,-19.286,14.0,6.0,0
Chris Sutton,4.714,15.0,1.0,1
Adam Gee,18.714,14.0,0.0,1
Chris Butler,10.714,12.0,2.0,0
Gerard Sutton,-7.286,9.0,1.0,1
Grant Atkins,26.714,13.0,3.0,1
Chris Sutton,-7.286,11.0,3.0,0
Peter Gough,12.714,11.0,1.0,1
Todd Smith,2.714,14.0,0.0,1
Ashley Klein,-1.286,12.0,0.0,1
Ashley Klein,-12.286,13.0,1.0,1
Ben Cummins,-9.286,13.0,1.0,1
Adam Gee,-15.286,9.0,-1.0,0
Chris Butler,-9.286,14.0,-2.0,1
Chris Sutton,-20.286,11.0,-3.0,1
Peter Gough,-15.286,8.0,2.0,1
Gerard Sutton,-7.286,7.0,1.0,1
Todd Smith,2.714,11.0,-5.0,0
Grant Atkins,2.714,10.0,0.0,1
Adam Gee,19.714,10.0,-2.0,0
Todd Smith,-17.286,11.0,1.0,0
Chris Butler,18.714,12.0,-2.0,0
Gerard Sutton,4.714,16.0,-2.0,1
Chris Sutton,12.714,10.0,6.0,1
Ben Cummins,16.714,12.0,2.0,0
Liam Kennedy,-16.286,14.0,-2.0,1
Ashley Klein,-9.286,7.0,1.0,1
Gerard Sutton,20.714,14.0,-8.0,0
Adam Gee,8.714,14.0,0.0,0
Todd Smith,10.714,20.0,-2.0,1
Grant Atkins,-11.286,11.0,-1.0,0
Peter Gough,-7.286,10.0,6.0,1
Liam Kennedy,12.714,12.0,2.0,1
Ben Cummins,4.714,6.0,0.0,0
Ashley Klein,4.714,10.0,-6.0,0
Grant Atkins,-11.286,18.0,10.0,1
Adam Gee,-19.286,15.0,3.0,1
Chris Sutton,-9.286,16.0,2.0,1
Peter Gough,-14.286,15.0,-3.0,0
Todd Smith,23.714,15.0,1.0,0
Gerard Sutton,-11.286,7.0,-1.0,1
Chris Butler,-11.286,12.0,6.0,1
Gerard Sutton,-7.286,8.0,-2.0,1
Ashley Klein,-3.286,7.0,-1.0,0
Chris Sutton,7.714,12.0,2.0,0
Ben Cummins,-11.286,10.0,-4.0,1
Chris Butler,8.714,8.0,0.0,1
Todd Smith,-7.286,10.0,-4.0,0
Adam Gee,7.714,12.0,-4.0,1
Grant Atkins,6.714,12.0,2.0,1
Gerard Sutton,4.714,10.0,6.0,1
Chris Sutton,9.714,5.0,-1.0,1
Ashley Klein,-7.286,12.0,0.0,0
Peter Gough,15.714,11.0,-3.0,1
Ben Cummins,-9.286,14.0,2.0,0
Adam Gee,-25.286,14.0,2.0,0
Chris Butler,-31.286,10.0,2.0,0
Grant Atkins,-11.286,12.0,0.0,0
Chris Sutton,18.714,14.0,-4.0,0
Gerard Sutton,-7.286,5.0,3.0,0
Todd Smith,-21.286,8.0,-2.0,0
Grant Atkins,6.714,6.0,0.0,0
Adam Gee,-5.286,11.0,-1.0,0
Peter Gough,-11.286,13.0,3.0,1
Ashley Klein,-19.286,8.0,2.0,0
Chris Butler,4.714,10.0,4.0,1
Todd Smith,-5.286,18.0,0.0,1
Ben Cummins,-9.286,7.0,-1.0,0
Gerard Sutton,6.714,7.0,1.0,1
Liam Kennedy,-25.286,7.0,3.0,1
Chris Butler,18.714,9.0,1.0,1
Grant Atkins,-1.286,13.0,7.0,1
Peter Gough,26.714,8.0,0.0,1
Ashley Klein,-11.286,16.0,8.0,0
Adam Gee,-26.286,12.0,-2.0,0
Peter Gough,0.714,11.0,1.0,1
Ashley Klein,6.714,7.0,-5.0,0
Liam Kennedy,-13.286,10.0,0.0,1
Ben Cummins,38.714,7.0,1.0,1
Grant Atkins,-5.286,11.0,-1.0,0
Chris Butler,-7.286,14.0,-2.0,1
Gerard Sutton,10.714,11.0,-5.0,0
Adam Gee,-7.286,13.0,3.0,1
Liam Kennedy,-5.286,6.0,-2.0,1
Gerard Sutton,2.714,13.0,3.0,0
Grant Atkins,13.714,11.0,3.0,0
Peter Gough,0.714,16.0,2.0,1
Gerard Sutton,-6.286,10.0,2.0,0
Grant Atkins,-7.286,12.0,0.0,1
Liam Kennedy,28.714,7.0,1.0,0
Todd Smith,-13.286,5.0,-3.0,0
Ashley Klein,3.714,13.0,-1.0,1
Peter Gough,19.714,11.0,-1.0,1
Chris Sutton,-1.286,12.0,0.0,1
Todd Smith,-5.286,7.0,-1.0,1
Grant Atkins,4.714,10.0,0.0,0
Gerard Sutton,30.714,9.0,7.0,1
Ben Cummins,20.714,10.0,4.0,1
Chris Butler,-1.286,9.0,-3.0,1
Adam Gee,-9.286,9.0,3.0,0
Ashley Klein,18.714,15.0,-1.0,1
Liam Kennedy,0.714,10.0,6.0,0
Peter Gough,4.714,16.0,0.0,1
Grant Atkins,-11.286,7.0,-1.0,0
Chris Butler,-7.286,12.0,0.0,1
Zbignew Przeklasa-Adamski,-11.286,6.0,0.0,0
Adam Gee,12.714,10.0,4.0,1
Adam Gee,20.714,6.0,2.0,0
Peter Gough,22.714,5.0,1.0,0
Ben Cummins,-13.286,7.0,5.0,1
Todd Smith,-15.286,8.0,0.0,1
Chris Butler,-15.286,11.0,-3.0,0
Gerard Sutton,-8.286,12.0,-4.0,0
Ashley Klein,-7.286,7.0,-1.0,0
Grant Atkins,22.714,8.0,0.0,1
Ashley Klein,-11.286,14.0,4.0,0
Adam Gee,4.714,11.0,-1.0,0
Todd Smith,2.714,17.0,-5.0,1
Liam Kennedy,28.714,6.0,0.0,1
Peter Gough,-5.286,11.0,5.0,1
Zbignew Przeklasa-Adamski,20.714,9.0,1.0,0
Ben Cummins,-11.286,11.0,5.0,1
Todd Smith,2.714,12.0,2.0,0
Peter Gough,16.714,11.0,1.0,0
Adam Gee,10.714,9.0,-1.0,0
Liam Kennedy,22.714,9.0,-3.0,0
Grant Atkins,-1.286,11.0,1.0,0
Peter Gough,6.714,13.0,3.0,1
Zbignew Przeklasa-Adamski,22.714,10.0,2.0,0
Adam Gee,-18.286,8.0,6.0,0
Grant Atkins,0.714,18.0,2.0,0
Gerard Sutton,10.714,12.0,2.0,1
Todd Smith,-7.286,9.0,3.0,0
Chris Butler,3.714,14.0,-2.0,1
Ben Cummins,-13.286,11.0,1.0,1
Todd Smith,-4.286,9.0,1.0,1
Ashley Klein,10.714,11.0,5.0,0
Adam Gee,8.714,14.0,0.0,0
Gerard Sutton,-1.286,13.0,1.0,1
Grant Atkins,-5.286,12.0,4.0,1
Chris Butler,16.714,19.0,1.0,1
Peter Gough,10.714,20.0,2.0,0
Grant Atkins,-3.286,15.0,1.0,1
Zbignew Przeklasa-Adamski,4.714,9.0,-3.0,0
Ashley Klein,16.714,5.0,-1.0,1
Adam Gee,-11.286,9.0,-1.0,0
Chris Butler,-3.286,13.0,-3.0,0
Gerard Sutton,-17.286,9.0,3.0,1
Peter Gough,-0.286,16.0,-2.0,1
Todd Smith,-10.286,15.0,3.0,1
Ashley Klein,-3.286,21.0,-9.0,1
Ben Cummins,0.714,11.0,-1.0,0
Adam Gee,-13.286,15.0,3.0,1
Gerard Sutton,-1.286,9.0,5.0,0
Grant Atkins,12.714,12.0,-2.0,0
Todd Smith,-3.286,15.0,-7.0,0
Zbignew Przeklasa-Adamski,0.714,8.0,4.0,1
Peter Gough,-5.286,16.0,2.0,1
Gerard Sutton,-9.286,10.0,-2.0,0
Ashley Klein,-3.286,11.0,-1.0,1
Adam Gee,18.714,14.0,2.0,1
Ben Cummins,-5.286,8.0,2.0,1
Chris Butler,6.714,16.0,-6.0,0
Todd Smith,-1.286,13.0,-1.0,1
Grant Atkins,4.714,12.0,0.0,1
Peter Gough,2.714,7.0,1.0,1
Adam Gee,-1.286,11.0,3.0,0
Todd Smith,5.714,14.0,0.0,1
Ashley Klein,0.714,9.0,-1.0,0
Ben Cummins,1.714,13.0,1.0,1
Chris Butler,8.714,13.0,3.0,0
Peter Gough,20.714,8.0,0.0,0
Grant Atkins,-6.286,14.0,0.0,1
Gerard Sutton,14.714,8.0,4.0,1
Ben Cummins,4.714,7.0,-1.0,0
Peter Gough,-21.286,17.0,-3.0,1
Gerard Sutton,-1.286,8.0,0.0,0
Chris Butler,7.714,16.0,2.0,1
Todd Smith,-5.286,14.0,-4.0,1
Adam Gee,1.714,10.0,-4.0,0
Liam Kennedy,20.714,11.0,1.0,0
Ashley Klein,-7.286,11.0,5.0,1
Ashley Klein,8.714,9.0,1.0,0
Belinda Sharpe,20.714,9.0,-1.0,1
Adam Gee,-7.286,11.0,-1.0,0
Gerard Sutton,-1.286,7.0,3.0,1
Todd Smith,10.714,11.0,3.0,1
Ben Cummins,-1.286,8.0,2.0,0
Kasey Badger,18.714,5.0,1.0,1
Grant Atkins,-15.286,9.0,3.0,1
Grant Atkins,-19.286,15.0,5.0,1
Adam Gee,-7.286,10.0,2.0,1
Gerard Sutton,-20.286,10.0,2.0,0
Ashley Klein,12.714,12.0,-2.0,1
Ashley Klein,-14.286,12.0,4.0,1
Adam Gee,4.714,5.0,1.0,1
Adam Gee,-3.286,13.0,5.0,1
Gerard Sutton,8.714,10.0,0.0,1
Adam Gee,4.714,5.0,-1.0,1
Ashley Klein,13.23,6.0,4.0,1
Adam Gee,-16.77,12.0,-2.0,1
Todd Smith,-6.77,12.0,0.0,0
Peter Gough,-18.77,16.0,0.0,0
Gerard Sutton,-38.77,15.0,3.0,1
Grant Atkins,-12.77,14.0,0.0,1
Zbignew Przeklasa-Adamski,-14.77,8.0,2.0,0
Chris Butler,14.23,8.0,-2.0,0
Gerard Sutton,-0.77,7.0,1.0,1
Zbignew Przeklasa-Adamski,-15.77,10.0,0.0,1
Ashley Klein,-2.77,9.0,1.0,1
Peter Gough,-2.77,16.0,4.0,1
Adam Gee,-5.77,15.0,5.0,1
Chris Butler,9.23,12.0,-2.0,1
Todd Smith,-11.77,13.0,5.0,1
Grant Atkins,-8.77,9.0,-3.0,1
Gerard Sutton,-0.77,11.0,-3.0,1
Liam Kennedy,-18.77,10.0,2.0,1
Ashley Klein,7.23,10.0,0.0,1
Todd Smith,-14.77,12.0,-6.0,1
Belinda Sharpe,23.23,11.0,3.0,0
Chris Butler,-8.77,7.0,3.0,1
Peter Gough,5.23,14.0,4.0,1
Grant Atkins,-20.77,9.0,1.0,1
Adam Gee,-8.77,13.0,5.0,0
Gerard Sutton,-10.77,17.0,-5.0,1
Grant Atkins,3.23,6.0,0.0,1
Ashley Klein,-14.77,9.0,1.0,1
Belinda Sharpe,-2.77,9.0,1.0,0
Peter Gough,-14.77,7.0,-1.0,1
Todd Smith,11.23,6.0,0.0,1
Liam Kennedy,-13.77,13.0,7.0,0
Ashley Klein,19.23,11.0,-3.0,1
Grant Atkins,9.23,11.0,-1.0,1
Belinda Sharpe,-6.77,8.0,2.0,1
Liam Kennedy,-8.77,10.0,-2.0,0
Todd Smith,3.23,14.0,6.0,1
Gerard Sutton,-4.77,12.0,0.0,1
Chris Butler,10.23,10.0,0.0,1
Adam Gee,2.23,13.0,7.0,1
Gerard Sutton,-4.77,10.0,2.0,0
Wyatt Raymond,-16.77,5.0,-1.0,1
Adam Gee,-4.77,9.0,-7.0,1
Chris Butler,-2.77,8.0,0.0,0
Peter Gough,0.23,13.0,3.0,1
Ashley Klein,9.23,8.0,4.0,0
Grant Atkins,-10.77,14.0,-4.0,0
Kasey Badger,-5.77,7.0,1.0,1
Ashley Klein,-16.77,17.0,-3.0,0
Gerard Sutton,-4.77,12.0,2.0,1
Todd Smith,13.23,8.0,2.0,0
Wyatt Raymond,-18.77,5.0,-3.0,1
Liam Kennedy,17.23,7.0,1.0,0
Chris Butler,-2.77,3.0,1.0,1
Peter Gough,1.23,8.0,-4.0,1
Adam Gee,1.23,8.0,0.0,1
Wyatt Raymond,4.23,8.0,-2.0,0
Adam Gee,31.23,9.0,1.0,0
Todd Smith,27.23,11.0,3.0,1
Gerard Sutton,3.23,16.0,4.0,1
Grant Atkins,-2.77,12.0,4.0,0
Kasey Badger,-0.77,10.0,2.0,0
Liam Kennedy,-14.77,7.0,1.0,0
Peter Gough,-6.77,9.0,5.0,0
Adam Gee,7.23,13.0,-3.0,0
Grant Atkins,3.23,11.0,5.0,0
Ashley Klein,11.23,9.0,3.0,0
Kasey Badger,-10.77,13.0,1.0,1
Belinda Sharpe,-4.77,11.0,-3.0,0
Peter Gough,7.23,8.0,2.0,0
Chris Butler,-24.77,19.0,1.0,1
Todd Smith,-16.77,14.0,2.0,1
Ashley Klein,7.23,10.0,-2.0,1
Liam Kennedy,-20.77,13.0,5.0,1
Gerard Sutton,-2.77,7.0,1.0,0
Zbignew Przeklasa-Adamski,-12.77,10.0,-2.0,0
Belinda Sharpe,-4.77,7.0,1.0,1
Grant Atkins,-3.77,12.0,4.0,0
Kasey Badger,9.23,11.0,-5.0,1
Wyatt Raymond,-8.77,14.0,2.0,1
Ashley Klein,-2.77,8.0,-4.0,1
Todd Smith,-21.77,6.0,2.0,0
Gerard Sutton,5.23,8.0,2.0,0
Adam Gee,21.23,14.0,2.0,1
Peter Gough,3.23,12.0,8.0,0
Grant Atkins,-4.77,13.0,-1.0,1
Wyatt Raymond,17.23,6.0,-2.0,1
Chris Butler,-10.77,13.0,-1.0,0
Adam Gee,9.23,12.0,2.0,1
Belinda Sharpe,23.23,7.0,-1.0,1
Ashley Klein,-0.77,11.0,-1.0,1
Todd Smith,13.23,16.0,2.0,0
Gerard Sutton,-4.77,6.0,0.0,0
Chris Butler,21.23,12.0,2.0,1
Peter Gough,23.23,7.0,-1.0,0
Liam Kennedy,-2.77,,,1
Ashley Klein,9.23,9.0,1.0,1
Grant Atkins,-12.77,16.0,2.0,0
Todd Smith,-14.77,9.0,-3.0,0
Adam Gee,4.23,8.0,-4.0,0
Gerard Sutton,-12.77,12.0,-4.0,0
Chris Butler,23.23,11.0,1.0,1
Chris Sutton,11.23,11.0,-3.0,0
Zbignew Przeklasa-Adamski,7.23,7.0,-1.0,0
Grant Atkins,-12.77,8.0,0.0,0
Adam Gee,17.23,13.0,1.0,1
Gerard Sutton,7.23,10.0,0.0,1
Peter Gough,-6.77,13.0,-5.0,1
Todd Smith,11.23,12.0,0.0,0
Chris Sutton,3.23,14.0,0.0,0
Adam Gee,-12.77,8.0,4.0,1
Ashley Klein,-18.77,6.0,2.0,1
Gerard Sutton,15.23,13.0,-3.0,0
Chris Butler,-0.77,13.0,5.0,0
Peter Gough,-2.77,14.0,-4.0,1
Grant Atkins,-2.77,7.0,-1.0,0
Liam Kennedy,7.23,9.0,1.0,0
Adam Gee,25.23,11.0,1.0,1
Grant Atkins,-12.77,14.0,-6.0,1
Chris Butler,-32.77,13.0,7.0,1
Todd Smith,25.23,9.0,-5.0,1
Gerard Sutton,-17.77,12.0,4.0,1
Todd Smith,1.23,11.0,-3.0,1
Peter Gough,13.23,9.0,1.0,1
Grant Atkins,-24.77,9.0,1.0,1
Adam Gee,-14.77,13.0,5.0,1
Liam Kennedy,-24.77,13.0,5.0,0
Zbignew Przeklasa-Adamski,-0.77,15.0,-1.0,1
Liam Kennedy,1.23,11.0,5.0,0
Zbignew Przeklasa-Adamski,-10.77,12.0,2.0,0
Grant Atkins,-26.77,12.0,0.0,0
Chris Butler,-21.77,11.0,-1.0,1
Peter Gough,21.23,11.0,3.0,0
Todd Smith,-5.77,7.0,1.0,0
Ashley Klein,7.23,11.0,-3.0,1
Gerard Sutton,-18.77,6.0,2.0,0
Gerard Sutton,17.23,12.0,0.0,1
Adam Gee,17.23,13.0,1.0,1
Todd Smith,-6.77,9.0,1.0,1
Liam Kennedy,9.23,11.0,-3.0,0
Grant Atkins,3.23,9.0,-1.0,1
Todd Smith,-8.77,9.0,1.0,1
Wyatt Raymond,23.23,9.0,5.0,1
Chris Butler,-2.77,13.0,1.0,0
Grant Atkins,-14.77,10.0,2.0,1
Adam Gee,7.23,13.0,3.0,1
Liam Kennedy,-0.77,8.0,2.0,1
Gerard Sutton,-8.77,15.0,3.0,1
Peter Gough,-2.77,8.0,0.0,1
Liam Kennedy,-0.77,8.0,2.0,0
Grant Atkins,10.23,8.0,2.0,0
Adam Gee,5.23,9.0,1.0,1
Ashley Klein,17.23,10.0,-4.0,1
Gerard Sutton,9.23,15.0,1.0,0
Todd Smith,-11.77,12.0,0.0,0
Wyatt Raymond,-2.77,13.0,1.0,1
Chris Butler,31.23,13.0,-1.0,0
Todd Smith,3.23,11.0,5.0,0
Gerard Sutton,27.23,15.0,1.0,0
Peter Gough,17.23,11.0,1.0,1
Grant Atkins,-12.77,13.0,-1.0,0
Liam Kennedy,-20.77,14.0,0.0,1
Adam Gee,-10.77,16.0,4.0,1
Ashley Klein,-6.77,12.0,0.0,1
Todd Smith,-2.77,11.0,-1.0,0
Adam Gee,-2.77,17.0,7.0,0
Peter Gough,23.23,12.0,6.0,0
Grant Atkins,23.23,10.0,4.0,0
Ashley Klein,13.23,10.0,2.0,0
Gerard Sutton,-8.77,6.0,-2.0,0
Wyatt Raymond,19.23,7.0,1.0,1
Belinda Sharpe,5.23,15.0,1.0,1
Ashley Klein,-0.77,14.0,2.0,0
Chris Butler,-12.77,14.0,0.0,1
Grant Atkins,5.23,16.0,0.0,1
Adam Gee,-6.77,11.0,3.0,1
Todd Smith,-0.77,8.0,2.0,1
Belinda Sharpe,-12.77,16.0,2.0,1
Wyatt Raymond,1.23,10.0,0.0,1
Gerard Sutton,-9.77,16.0,2.0,1
Peter Gough,13.23,13.0,3.0,1
Wyatt Raymond,5.23,11.0,1.0,0
Todd Smith,7.23,9.0,-1.0,1
Grant Atkins,-6.77,14.0,-4.0,1
Gerard Sutton,7.23,12.0,0.0,1
Chris Butler,5.23,12.0,-4.0,0
Adam Gee,23.23,16.0,2.0,0
Ashley Klein,1.23,15.0,3.0,0
Grant Atkins,21.23,9.0,1.0,1
Ashley Klein,9.23,11.0,3.0,0
Peter Gough,-0.77,21.0,1.0,1
Wyatt Raymond,37.23,13.0,-3.0,1
Adam Gee,-0.77,12.0,0.0,1
Chris Butler,11.23,14.0,-2.0,0
Gerard Sutton,3.23,7.0,3.0,1
Todd Smith,-20.77,17.0,7.0,0
Todd Smith,15.23,7.0,-3.0,0
Peter Gough,39.23,9.0,1.0,0
Grant Atkins,17.23,16.0,-2.0,0
Wyatt Raymond,3.23,9.0,-1.0,0
Gerard Sutton,3.23,9.0,-1.0,0
Chris Butler,-16.77,11.0,3.0,1
Adam Gee,13.23,11.0,5.0,0
Ashley Klein,-26.77,11.0,5.0,1
Ashley Klein,-6.77,9.0,3.0,1
